Address,Area,Frontage,Access Road,House direction,Balcony direction,Floors,Bedrooms,Bathrooms,Legal status,Furniture state,Price,City
"Đường Ngô Quyền, Phường La Khê, Hà Đông, Hà Nội",30.0,4.0,,,,5.0,3.0,,Have certificate,Basic,4.0,Hà Nội
"Đường Ngô Thì Sỹ, Phường Văn Quán, Hà Đông, Hà Nội",35.0,,,Đông - Bắc,,3.0,,,Have certificate,Basic,6.6,Hà Nội
"Đường Quang Trung, Phường Văn Quán, Hà Đông, Hà Nội",42.0,4.0,5.0,Đông - Bắc,,4.0,,,Have certificate,Basic,6.4,Hà Nội
"Đường Số 1, Phường Bình Hưng Hòa A, Bình Tân, Hồ Chí Minh",62.0,4.0,,,,3.0,4.0,4.0,Have certificate,Basic,5.25,Hồ Chí Minh
"Đường Nguyễn Duy Trinh, Phường Bình Trưng Đông, Quận 2, Hồ Chí Minh",70.0,,,Đông,,3.0,4.0,3.0,Have certificate,,6.4,Hồ Chí Minh
"Đường Tam Trinh, Phường Yên Sở, Hoàng Mai, Hà Nội",54.0,5.0,3.0,Đông - Nam,Đông - Nam,1.0,1.0,1.0,Have certificate,,5.72,Hà Nội
"Đường Trần Đăng Ninh, Phường Dịch Vọng, Cầu Giấy, Hà Nội",45.0,,,,,,6.0,,Have certificate,,9.0,Hà Nội
"Đường Tân Túc, Thị trấn Tân Túc, Bình Chánh, Hồ Chí Minh",48.0,,,,,,1.0,1.0,Have certificate,Full,1.9,Hồ Chí Minh
"Phố Quốc Tử Giám, Phường Quốc Tử Giám, Đống Đa, Hà Nội",25.0,4.5,,,,5.0,,,Have certificate,,9.5,Hà Nội
"Đường Đoàn Nguyễn Tuấn, Xã Hưng Long, Bình Chánh, Hồ Chí Minh",300.0,10.0,,,,,2.0,2.0,Have certificate,Basic,3.8,Hồ Chí Minh
"Đường Nguyễn Cửu Phú, Xã Tân Kiên, Bình Chánh, Hồ Chí Minh",93.0,6.0,3.0,,,2.0,4.0,2.0,Have certificate,Basic,3.1,Hồ Chí Minh
"Đường Cửu Việt 2, Thị trấn Trâu Quỳ, Gia Lâm, Hà Nội",35.0,6.0,1.5,Nam,Nam,1.0,1.0,1.0,Have certificate,,2.8,Hà Nội
"Đường Số 2, Phường An Lạc, Bình Tân, Hồ Chí Minh",90.0,6.0,12.0,Tây - Bắc,,5.0,5.0,5.0,Have certificate,Full,9.29,Hồ Chí Minh
"Đường Hoàng Tăng Bí, Phường Đức Thắng, Bắc Từ Liêm, Hà Nội",65.0,4.5,12.0,,,3.0,3.0,2.0,Have certificate,Full,9.5,Hà Nội
"Đường Xa La, Phường Phúc La, Hà Đông, Hà Nội",33.0,4.5,4.0,,,5.0,,,Have certificate,Basic,3.9,Hà Nội
"Đường Sư Vạn Hạnh, Phường 2, Quận 10, Hồ Chí Minh",33.0,,8.0,,,4.0,3.0,3.0,Have certificate,,6.1,Hồ Chí Minh
"Đường Đàm Quang Trung, Phường Phúc Đồng, Long Biên, Hà Nội",42.0,,,,,6.0,,,Have certificate,,8.2,Hà Nội
"Đường Số 59, Phường 14, Gò Vấp, Hồ Chí Minh",68.0,4.2,6.0,Đông - Bắc,,4.0,5.0,4.0,Have certificate,Basic,7.7,Hồ Chí Minh
"197, Đường Hoàng Mai, Phường Hoàng Văn Thụ, Hoàng Mai, Hà Nội",31.0,4.5,2.0,,,5.0,3.0,4.0,Have certificate,Full,4.83,Hà Nội
"Đường Ngô Xuân Quảng, Thị trấn Trâu Quỳ, Gia Lâm, Hà Nội",45.0,5.0,13.0,Đông - Bắc,Đông - Bắc,3.0,1.0,1.0,Have certificate,,3.2,Hà Nội
"Đường 422B, Xã Vân Canh, Hoài Đức, Hà Nội",36.8,,,,,5.0,4.0,4.0,Have certificate,Basic,5.2,Hà Nội
"Đường Xô Viết Nghệ Tĩnh, Phường 21, Bình Thạnh, Hồ Chí Minh",51.0,,8.0,,,3.0,4.0,2.0,Have certificate,,6.5,Hồ Chí Minh
"Đường Di Trạch, Xã Di Trạch, Hoài Đức, Hà Nội",36.0,5.0,3.0,Bắc,Đông - Nam,5.0,7.0,6.0,Have certificate,Basic,5.28,Hà Nội
"Phố Kim Mã, Phường Kim Mã, Ba Đình, Hà Nội",30.0,,,,,5.0,3.0,3.0,Have certificate,Full,5.3,Hà Nội
"Đường Hương lộ 2, Phường Bình Trị Đông A, Bình Tân, Hồ Chí Minh",75.0,4.0,8.0,,,3.0,4.0,3.0,Have certificate,,5.95,Hồ Chí Minh
"Phố Phương Mai, Phường Kim Liên, Đống Đa, Hà Nội",12.0,,,,,5.0,2.0,3.0,Have certificate,,2.45,Hà Nội
"Phố Chùa Láng, Phường Láng Hạ, Đống Đa, Hà Nội",43.0,,,,,4.0,,,Have certificate,Full,6.8,Hà Nội
"Đường Giang Biên, Phường Giang Biên, Long Biên, Hà Nội",56.0,,,,,3.0,,,Have certificate,,9.8,Hà Nội
"Đường Hoàng Mai, Phường Hoàng Văn Thụ, Hoàng Mai, Hà Nội",35.0,4.0,,,,5.0,,,,,3.7,Hà Nội
"111//11, Đường Phạm Văn Chiêu, Phường 9, Gò Vấp, Hồ Chí Minh",53.4,,,Đông - Bắc,Đông - Bắc,2.0,3.0,2.0,,,4.55,Hồ Chí Minh
"Đường Thạnh Mỹ Lợi, Phường  Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh",174.0,4.6,5.0,Đông - Nam,Đông - Nam,4.0,4.0,4.0,Have certificate,Full,5.8,Hồ Chí Minh
"Đường Tân Thới Hiệp 21, Phường Tân Thới Hiệp, Quận 12, Hồ Chí Minh",35.0,,,,,,2.0,2.0,Have certificate,Full,3.39,Hồ Chí Minh
"Đường Thạnh Xuân 18, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh",70.0,,,Đông,,,4.0,6.0,Have certificate,Full,6.19,Hồ Chí Minh
"Phường Phúc Lợi, Long Biên, Hà Nội",34.0,,,,,,,,Have certificate,Full,4.58,Hà Nội
"Đường Trần Thị Hè, Phường Hiệp Thành, Quận 12, Hồ Chí Minh",40.0,,6.0,,,2.0,2.0,2.0,Have certificate,,3.59,Hồ Chí Minh
"Đường Nguyễn Thượng Hiền, Phường 5, Phú Nhuận, Hồ Chí Minh",64.0,3.5,3.0,,,4.0,4.0,6.0,Have certificate,Full,6.99,Hồ Chí Minh
"Đường Cô Bắc, Phường 1, Phú Nhuận, Hồ Chí Minh",55.0,5.0,8.0,,,3.0,,,Have certificate,Full,8.2,Hồ Chí Minh
"Đường Trương Định, Phường Trương Định, Hai Bà Trưng, Hà Nội",36.0,4.0,2.0,,,5.0,3.0,4.0,Have certificate,,4.85,Hà Nội
"Đường Lê Quang Định, Phường 5, Bình Thạnh, Hồ Chí Minh",30.9,,3.0,,,3.0,3.0,3.0,Have certificate,Full,5.5,Hồ Chí Minh
"Đường Liên khu 4-5, Phường Bình Hưng Hòa B, Bình Tân, Hồ Chí Minh",40.0,4.0,8.0,,,3.0,2.0,3.0,Have certificate,Basic,3.2,Hồ Chí Minh
"Đường Xô Viết Nghệ Tĩnh, Phường 25, Bình Thạnh, Hồ Chí Minh",82.0,4.2,6.0,,,,,,Have certificate,Full,9.2,Hồ Chí Minh
"Ngõ Quỳnh, Phố Chùa Quỳnh, Phường Thanh Nhàn, Hai Bà Trưng, Hà Nội",31.0,,,,,5.0,3.0,4.0,Have certificate,Full,5.68,Hà Nội
"Đường Huỳnh Tấn Phát, Xã Phú Xuân, Nhà Bè, Hồ Chí Minh",80.0,5.0,6.0,Tây - Bắc,Tây - Bắc,4.0,4.0,5.0,Have certificate,Full,7.5,Hồ Chí Minh
"Đường Đào Tông Nguyên, Thị trấn Nhà Bè, Nhà Bè, Hồ Chí Minh",69.0,4.0,6.0,Đông - Bắc,Đông - Bắc,4.0,5.0,5.0,Have certificate,Full,6.2,Hồ Chí Minh
"Hẻm 2177, Đường Huỳnh Tấn Phát, Thị trấn Nhà Bè, Nhà Bè, Hồ Chí Minh",52.0,5.0,7.0,Tây - Bắc,Tây - Bắc,4.0,4.0,3.0,Have certificate,Full,6.5,Hồ Chí Minh
"Đường Huỳnh Tấn Phát, Thị trấn Nhà Bè, Nhà Bè, Hồ Chí Minh",50.0,4.0,6.0,Đông - Bắc,Đông - Bắc,3.0,4.0,5.0,Have certificate,Full,5.5,Hồ Chí Minh
"Đường Huỳnh Tấn Phát, Phường Tân Phú, Quận 7, Hồ Chí Minh",75.5,3.6,5.0,Nam,Nam,5.0,5.0,7.0,Have certificate,Full,8.8,Hồ Chí Minh
"Đường Đào Tông Nguyên, Thị trấn Nhà Bè, Nhà Bè, Hồ Chí Minh",52.0,4.0,6.0,Đông - Bắc,Đông - Bắc,3.0,4.0,3.0,Have certificate,Full,5.9,Hồ Chí Minh
"Số 2534, Đường Huỳnh Tấn Phát, Xã Phú Xuân, Nhà Bè, Hồ Chí Minh",100.0,5.0,6.0,Tây - Bắc,Tây - Bắc,4.0,4.0,5.0,Have certificate,Full,8.6,Hồ Chí Minh
"Đường Huỳnh Tấn Phát, Thị trấn Nhà Bè, Nhà Bè, Hồ Chí Minh",56.0,4.6,6.0,Đông - Bắc,Đông - Bắc,4.0,4.0,5.0,Have certificate,Full,6.6,Hồ Chí Minh
"Đường Huỳnh Tấn Phát, Thị trấn Nhà Bè, Nhà Bè, Hồ Chí Minh",55.3,4.6,6.0,Đông - Bắc,Đông - Bắc,4.0,4.0,3.0,Have certificate,Full,6.5,Hồ Chí Minh
"Ngõ 129, Đường Nguyễn Trãi, Phường Khương Đình, Thanh Xuân, Hà Nội",42.0,3.7,3.0,,,5.0,9.0,9.0,Have certificate,Full,7.5,Hà Nội
"Dự án Green Riverside, Đường Huỳnh Tấn Phát, Xã Phú Xuân, Nhà Bè, Hồ Chí Minh",91.2,6.5,8.0,Tây - Nam,Tây - Nam,4.0,4.0,6.0,Have certificate,Full,9.5,Hồ Chí Minh
"Đường 7A, Phường Tăng Nhơn Phú B, Quận 9, Hồ Chí Minh",90.0,5.0,7.0,,,4.0,3.0,4.0,Have certificate,Full,8.8,Hồ Chí Minh
"Đường Gia Thụy, Phường Gia Thụy, Long Biên, Hà Nội",60.0,5.0,3.0,,,6.0,6.0,5.0,Have certificate,,8.0,Hà Nội
"Đường Xuân Đỉnh, Phường Xuân Đỉnh, Bắc Từ Liêm, Hà Nội",38.5,4.1,1.5,,,4.0,3.0,3.0,Have certificate,Full,6.5,Hà Nội
"Dự án Homyland Riverside, Đường Nguyễn Duy Trinh, Phường Bình Trưng Đông, Quận 2, Hồ Chí Minh",55.0,,,,,,,,Sale contract,Basic,4.0,Hồ Chí Minh
"Đường Lạc Long Quân, Phường Bưởi, Tây Hồ, Hà Nội",30.0,,2.0,,,4.0,4.0,4.0,Have certificate,Full,6.25,Hà Nội
"Đường Số 4, Phường Tân Tạo A, Bình Tân, Hồ Chí Minh",100.0,,8.0,,,3.0,8.0,8.0,Have certificate,,6.5,Hồ Chí Minh
"Đường Nguyễn Hữu Cảnh, Phường 22, Bình Thạnh, Hồ Chí Minh",56.0,4.0,4.0,,,3.0,3.0,3.0,Have certificate,Basic,6.8,Hồ Chí Minh
"Đường Võ Duy Ninh, Phường 22, Bình Thạnh, Hồ Chí Minh",69.6,4.0,,,,3.0,4.0,3.0,Have certificate,Full,6.15,Hồ Chí Minh
"277/24 Đường Trường Chinh, Phường 14, Tân Bình, Hồ Chí Minh",27.0,,3.0,,,1.0,1.0,1.0,Have certificate,,2.6,Hồ Chí Minh
"Đường Bạch Đằng, Phường 15, Bình Thạnh, Hồ Chí Minh",95.0,6.5,,,,2.0,5.0,5.0,Have certificate,Full,7.79,Hồ Chí Minh
"Ngõ 75, Đường Hồ Tùng Mậu, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội",36.0,,3.0,,,4.0,,,Have certificate,Full,5.25,Hà Nội
"Đường Trương Định, Phường Tương Mai, Hoàng Mai, Hà Nội",33.0,,2.2,,,4.0,4.0,3.0,Have certificate,Full,4.05,Hà Nội
"Đường Mã Lò, Phường Bình Hưng Hòa A, Bình Tân, Hồ Chí Minh",80.0,5.0,10.0,,,4.0,5.0,5.0,Have certificate,,6.3,Hồ Chí Minh
"Đường Số 10, Phường Bình Hưng Hòa, Bình Tân, Hồ Chí Minh",40.0,4.0,6.0,,,2.0,2.0,2.0,Have certificate,,3.85,Hồ Chí Minh
"Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",52.0,,,,,3.0,3.0,2.0,Have certificate,,5.6,Hồ Chí Minh
"Đường 18B, Phường Bình Hưng Hòa A, Bình Tân, Hồ Chí Minh",90.0,4.0,7.0,,,4.0,5.0,5.0,Have certificate,,7.1,Hồ Chí Minh
"Phường Ngọc Lâm, Long Biên, Hà Nội",50.0,,,,,1.0,,,,,5.1,Hà Nội
"Đường 3/2, Phường 14, Quận 10, Hồ Chí Minh.",60.0,,,,,3.0,3.0,2.0,Have certificate,Basic,9.0,Hồ Chí Minh
"Đường Yên Lũng, Xã An Khánh, Hoài Đức, Hà Nội",40.0,,,,,4.0,,,Have certificate,,4.2,Hà Nội
"Xã An Khánh, Hoài Đức, Hà Nội",42.0,,,,,4.0,,,,,4.15,Hà Nội
"Phố Khâm Thiên, Phường Trung Phụng, Đống Đa, Hà Nội",28.0,2.7,,Tây - Bắc,,4.0,3.0,2.0,Have certificate,Full,3.68,Hà Nội
"Đường Thanh Nhàn, Phường Quỳnh Lôi, Hai Bà Trưng, Hà Nội",28.0,,,,,4.0,4.0,2.0,Have certificate,Full,4.5,Hà Nội
"Xã Vĩnh Quỳnh, Thanh Trì, Hà Nội",45.0,,,,,5.0,5.0,5.0,Have certificate,,4.5,Hà Nội
"Đường Nguyễn Thái Học, Thị trấn Phùng, Đan Phượng, Hà Nội",65.8,4.8,3.0,Tây - Bắc,,5.0,6.0,4.0,Have certificate,Full,5.0,Hà Nội
"Xã Liên Ninh, Thanh Trì, Hà Nội",35.0,4.8,,,,4.0,4.0,3.0,Have certificate,,3.3,Hà Nội
"Phường Ngọc Thụy, Long Biên, Hà Nội",30.0,4.35,,Tây - Nam,,4.0,2.0,3.0,,,4.1,Hà Nội
"Đường Phúc Diễn, Phường Phúc Diễn, Bắc Từ Liêm, Hà Nội",80.0,,2.5,,,4.0,6.0,,Have certificate,Full,9.5,Hà Nội
"Đường Nguyễn Văn Huyên, Phường Dịch Vọng, Cầu Giấy, Hà Nội",38.0,,,,,4.0,4.0,,Have certificate,,9.8,Hà Nội
"Đường Trần Quốc Vượng, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",30.0,4.6,,,,6.0,3.0,,Have certificate,,5.85,Hà Nội
"Đường 3, Xã Mai Lâm, Đông Anh, Hà Nội",89.0,,,,,4.0,,,,,5.5,Hà Nội
"Đường Trương Định, Phường Tương Mai, Hoàng Mai, Hà Nội",45.0,41.0,2.0,,,5.0,7.0,8.0,Have certificate,Full,6.9,Hà Nội
"Phố Bạch Mai, Phường Bạch Mai, Hai Bà Trưng, Hà Nội",25.0,3.0,2.0,,,4.0,3.0,3.0,Have certificate,,3.5,Hà Nội
"Đường Lê Hồng Phong, Phường Hà Cầu, Hà Đông, Hà Nội",40.0,4.5,,,,5.0,4.0,,Have certificate,Full,7.6,Hà Nội
"Phố Trần Cung, Phường Xuân Đỉnh, Bắc Từ Liêm, Hà Nội",45.0,4.0,,,,6.0,9.0,6.0,Have certificate,Full,9.4,Hà Nội
"Đường Tô Hiệu, Phường Nghĩa Đô, Cầu Giấy, Hà Nội",50.0,4.0,30.0,,,1.0,1.0,1.0,Have certificate,,7.7,Hà Nội
"Đường Linh Trung, Phường Linh Trung, Thủ Đức, Hồ Chí Minh",80.0,5.0,10.0,,,3.0,3.0,3.0,Have certificate,Full,8.9,Hồ Chí Minh
"Đường Ngô Thì Nhậm, Phường Quang Trung, Hà Đông, Hà Nội",50.0,5.0,5.0,,,5.0,,,Have certificate,Full,8.6,Hà Nội
"Đường Thanh Bình, Phường Mỗ Lao, Hà Đông, Hà Nội",45.0,4.6,,,,5.0,,,Have certificate,Full,9.9,Hà Nội
"Đường Nhổn, Phường Tây Tựu, Bắc Từ Liêm, Hà Nội",89.0,,,,,3.0,3.0,3.0,Have certificate,,9.3,Hà Nội
"Đường Tô Hiệu, Phường Nguyễn Trãi, Hà Đông, Hà Nội",52.0,,,,,3.0,2.0,,Have certificate,,7.1,Hà Nội
"Đường Xuân Phương, Phường Phương Canh, Nam Từ Liêm, Hà Nội.",45.0,,,,,4.0,,,Have certificate,,4.7,Hà Nội
"Ngõ 124, Đường Hòe Thị, Phường Phương Canh, Nam Từ Liêm, Hà Nội",40.0,,,,,,,,Have certificate,Full,5.1,Hà Nội
"Đường Nguyễn Văn Cừ, Phường Bồ Đề, Long Biên, Hà Nội",35.0,4.0,3.0,,,5.0,4.0,4.0,Have certificate,Full,5.0,Hà Nội
"Phố Hương Viên, Phường Đồng Nhân, Hai Bà Trưng, Hà Nội",20.0,34.0,25.0,Đông - Bắc,Đông - Bắc,4.0,3.0,3.0,Have certificate,Full,3.68,Hà Nội
"Đường Nguyên Hồng, Phường 11, Bình Thạnh, Hồ Chí Minh",48.0,4.0,16.0,Nam,Nam,5.0,6.0,4.0,Have certificate,Full,7.25,Hồ Chí Minh
"Đường Thạch Bàn, Phường Thạch Bàn, Long Biên, Hà Nội",50.0,,,,,6.0,3.0,5.0,Have certificate,,8.9,Hà Nội
"Đường Kha Vạn Cân, Phường Linh Tây, Thủ Đức, Hồ Chí Minh",52.0,,,,,3.0,4.0,4.0,Have certificate,Full,7.0,Hồ Chí Minh
"Đường Làng Tăng Phú, Phường Tăng Nhơn Phú A, Thủ Đức, Hồ Chí Minh",68.0,,,,,3.0,3.0,3.0,Have certificate,Full,5.3,Hồ Chí Minh
"Đường Nguyễn Trãi, Phường Thượng Đình, Thanh Xuân, Hà Nội",40.0,5.0,2.0,,,4.0,4.0,4.0,Have certificate,Full,6.0,Hà Nội
"Đường Kim Giang, Xã Thanh Liệt, Thanh Trì, Hà Nội",40.0,,,,,6.0,,,Have certificate,,6.5,Hà Nội
"Đường Phố Trạm, Phường Long Biên, Long Biên, Hà Nội",45.0,4.0,4.0,,,4.0,4.0,4.0,Have certificate,Full,5.5,Hà Nội
"Đường Ngô Gia Tự, Phường Thượng Thanh, Long Biên, Hà Nội",55.0,,3.0,,,4.0,4.0,3.0,Have certificate,Full,5.5,Hà Nội
"Ngõ 328, Đường Nguyễn Trãi, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội",65.0,4.0,3.0,,,3.0,9.0,5.0,Have certificate,Full,8.8,Hà Nội
"Đường Đông Lân, Xã Bà Điểm, Hóc Môn, Hồ Chí Minh",88.0,4.0,4.0,,,2.0,3.0,2.0,Have certificate,,4.3,Hồ Chí Minh
"Đường Tây Tựu, Phường Tây Tựu, Bắc Từ Liêm, Hà Nội",36.0,3.8,2.0,,,5.0,6.0,4.0,Have certificate,Full,4.3,Hà Nội
"Đường Tân Thụy, Phường Phúc Đồng, Long Biên, Hà Nội",45.0,,8.0,,,5.0,5.0,5.0,Have certificate,Full,7.5,Hà Nội
"Đường Tên Lửa, Phường Bình Trị Đông B, Bình Tân, Hồ Chí Minh",48.0,,,,,2.0,2.0,2.0,Have certificate,Basic,4.2,Hồ Chí Minh
"Đường Trương Định, Phường Hoàng Liệt, Hoàng Mai, Hà Nội",25.0,,,,,,,,Have certificate,,3.4,Hà Nội
"Phố Vũ Tông Phan, Phường Khương Đình, Thanh Xuân, Hà Nội",40.0,,,,,4.0,,,Have certificate,Basic,4.6,Hà Nội
"Ngõ 141, Đường Giáp Nhị, Phường Thịnh Liệt, Hoàng Mai, Hà Nội",50.0,3.7,3.0,,,5.0,6.0,,Have certificate,,7.5,Hà Nội
"Đường Số 10, Phường Bình Hưng Hòa, Bình Tân, Hồ Chí Minh",68.0,4.0,6.0,,,3.0,4.0,3.0,Have certificate,,5.5,Hồ Chí Minh
"Dự án Sài Đồng, Phố Sài Đồng, Phường Sài Đồng, Long Biên, Hà Nội",55.0,10.0,5.0,,,5.0,4.0,3.0,Have certificate,Full,9.49,Hà Nội
"Đường Lê Văn Lương, Xã Phước Kiển, Nhà Bè, Hồ Chí Minh",87.0,6.0,5.0,,,2.0,3.0,2.0,Have certificate,Full,6.0,Hồ Chí Minh
"Đường Huỳnh Tấn Phát, Xã Phú Xuân, Nhà Bè, Hồ Chí Minh",27.0,3.0,5.0,,,2.0,2.0,2.0,Sale contract,Basic,1.38,Hồ Chí Minh
"Đường Tây Sơn, Phường Quang Trung, Đống Đa, Hà Nội",36.0,5.8,4.0,,,6.0,3.0,3.0,,Full,7.4,Hà Nội
"Đường Lê Văn Lương, Xã Nhơn Đức, Nhà Bè, Hồ Chí Minh",28.0,3.5,5.0,,,2.0,2.0,1.0,Have certificate,Basic,1.3,Hồ Chí Minh
"Đường Nguyễn Bình, Xã Nhơn Đức, Nhà Bè, Hồ Chí Minh",60.0,4.0,7.0,,,2.0,2.0,2.0,Have certificate,Full,3.68,Hồ Chí Minh
"Đường Trần Thanh Mại, Phường Tân Tạo A, Bình Tân, Hồ Chí Minh",88.0,4.0,15.0,Tây - Nam,Tây - Nam,3.0,6.0,6.0,Have certificate,Full,8.0,Hồ Chí Minh
"Đường Cư Xá Phú Lâm B, Phường 13, Quận 6, Hồ Chí Minh",40.0,,,,,4.0,3.0,3.0,,,7.5,Hồ Chí Minh
"Đường Số 8, Phường An Lạc, Bình Tân, Hồ Chí Minh",64.0,4.0,6.0,Bắc,Bắc,3.0,4.0,4.0,Have certificate,Full,6.48,Hồ Chí Minh
"Đường Tân Hóa, Phường 14, Quận 6, Hồ Chí Minh",57.0,,,Tây,,6.0,3.0,5.0,Have certificate,,9.7,Hồ Chí Minh
"Đường Hậu Giang, Phường 11, Quận 6, Hồ Chí Minh",160.0,,,,,,2.0,,,,6.5,Hồ Chí Minh
"Đường Huỳnh Văn Bánh, Phường 11, Phú Nhuận, Hồ Chí Minh",44.0,5.0,4.5,,,4.0,4.0,3.0,Have certificate,Full,9.95,Hồ Chí Minh
"Đường Nguyễn Văn Cừ, Phường Gia Thụy, Long Biên, Hà Nội",43.0,,,,,4.0,4.0,3.0,,,5.5,Hà Nội
"Đường Nguyễn Văn Cừ, Phường Ngọc Lâm, Long Biên, Hà Nội",58.0,,,,,5.0,4.0,4.0,,,5.8,Hà Nội
"Đường Quốc Lộ 13, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",116.0,4.8,,,,2.0,5.0,4.0,Have certificate,,8.7,Hồ Chí Minh
"Đường Nguyễn Phúc Chu, Phường 15, Tân Bình, Hồ Chí Minh",48.0,,,,,3.0,4.0,3.0,Have certificate,Full,5.0,Hồ Chí Minh
"Đường Cầu Diễn, Phường Minh Khai, Bắc Từ Liêm, Hà Nội",61.0,4.0,,,,3.0,,,,,7.9,Hà Nội
"Đường Vương Thừa Vũ, Phường Khương Mai, Thanh Xuân, Hà Nội",55.0,,,,,4.0,4.0,,Have certificate,Full,7.5,Hà Nội
"Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh",82.0,4.5,6.0,,,3.0,5.0,,Have certificate,,7.5,Hồ Chí Minh
"Hẻm 1/, Đường Nguyễn Khoái, Phường 2, Quận 4, Hồ Chí Minh",40.0,6.4,,,,2.0,3.0,2.0,,,6.0,Hồ Chí Minh
"Đường Bến Vân Đồn, Phường 2, Quận 4, Hồ Chí Minh",56.0,,,,,,,,,,6.9,Hồ Chí Minh
"Đường Quốc Lộ 22, Phường Trung Mỹ Tây, Quận 12, Hồ Chí Minh",44.0,,,,,,,,,,5.1,Hồ Chí Minh
"Đường Phương Canh, Phường Phương Canh, Nam Từ Liêm, Hà Nội.",35.0,3.3,3.0,,,4.0,4.0,3.0,Have certificate,Full,5.0,Hà Nội
"Đường Nguyễn Văn Quá, Phường Đông Hưng Thuận, Quận 12, Hồ Chí Minh",54.0,,4.0,,,,2.0,2.0,,,3.99,Hồ Chí Minh
"Đường Đại lộ Thăng Long, Xã An Khánh, Hoài Đức, Hà Nội",33.0,,,,,5.0,3.0,4.0,Have certificate,Full,3.7,Hà Nội
"Phường 7, Quận 8, Hồ Chí Minh",95.0,5.0,20.0,,,4.0,4.0,6.0,Have certificate,,9.3,Hồ Chí Minh
"Đường Trần Hưng Đạo, Phường 1, Quận 5, Hồ Chí Minh",32.5,2.85,3.5,,,2.0,2.0,2.0,Have certificate,,3.4,Hồ Chí Minh
"Đường Phạm Thế Hiển, Phường 5, Quận 8, Hồ Chí Minh",30.0,3.3,4.0,Tây,Tây,4.0,4.0,2.0,Have certificate,,4.0,Hồ Chí Minh
"Đường Thọ Am, Xã Liên Ninh, Thanh Trì, Hà Nội",35.0,5.0,2.0,,,4.0,4.0,2.0,Have certificate,Basic,3.5,Hà Nội
"Đường Phạm Thế Hiển, Phường 6, Quận 8, Hồ Chí Minh",84.0,3.95,4.0,Tây - Bắc,Tây - Bắc,2.0,3.0,2.0,Have certificate,,4.35,Hồ Chí Minh
"Đường Tây Sơn, Phường Tân Quý, Tân Phú, Hồ Chí Minh",84.0,4.0,,,,,1.0,1.0,Have certificate,,5.6,Hồ Chí Minh
"Đường Minh Khai, Phường Minh Khai, Hai Bà Trưng, Hà Nội",40.0,4.0,3.0,,,4.0,3.0,3.0,Have certificate,,6.2,Hà Nội
"Đường Phú Diễn, Phường Phú Diễn, Bắc Từ Liêm, Hà Nội",30.0,,2.0,Đông,Đông,5.0,3.0,4.0,Have certificate,Full,5.0,Hà Nội
"Đường Bác Ái, Phường Tân Thành, Tân Phú, Hồ Chí Minh",72.4,4.2,13.0,,,3.0,4.0,4.0,Have certificate,,8.85,Hồ Chí Minh
"Đường Thịnh Liệt, Phường Thịnh Liệt, Hoàng Mai, Hà Nội",50.0,,,,,3.0,4.0,3.0,Have certificate,Full,7.5,Hà Nội
"Ngõ 255, Đường Cầu Giấy, Phường Dịch Vọng, Cầu Giấy, Hà Nội",37.0,,,,,4.0,5.0,3.0,Have certificate,Full,8.4,Hà Nội
"Đường Lê Đức Thọ, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội",51.0,5.8,,,,4.0,4.0,,Have certificate,Full,9.0,Hà Nội
"Đường Số 8, Phường Trường Thọ, Thủ Đức, Hồ Chí Minh",69.0,4.2,6.0,,,1.0,2.0,1.0,,,5.2,Hồ Chí Minh
"Đường 11, Phường Trường Thọ, Thủ Đức, Hồ Chí Minh",100.0,4.0,8.0,Tây - Nam,Tây - Nam,3.0,3.0,4.0,Have certificate,Full,7.7,Hồ Chí Minh
"Đường Lê Quang Định, Phường 1, Gò Vấp, Hồ Chí Minh",43.5,3.0,,,,3.0,3.0,3.0,Have certificate,,6.3,Hồ Chí Minh
"Xã An Khánh, Hoài Đức, Hà Nội",41.0,6.0,3.0,,,4.0,3.0,4.0,Have certificate,Full,3.45,Hà Nội
"Đường Lê Trọng Tấn, Xã An Khánh, Hoài Đức, Hà Nội",33.0,,,,,5.0,3.0,4.0,Have certificate,,4.1,Hà Nội
"Ngõ 376, Đường Bưởi, Phường Vĩnh Phúc, Ba Đình, Hà Nội",36.0,4.3,,,,6.0,4.0,5.0,Have certificate,,9.3,Hà Nội
"Đường Lê Văn Thọ, Phường 8, Gò Vấp, Hồ Chí Minh",80.0,4.0,6.0,Đông - Nam,Đông - Nam,4.0,4.0,5.0,Have certificate,Full,7.45,Hồ Chí Minh
"Đường 11, Phường Linh Xuân, Thủ Đức, Hồ Chí Minh",76.0,4.2,6.0,,,4.0,4.0,4.0,,Basic,5.8,Hồ Chí Minh
"Phố Gia Quất, Phường Thượng Thanh, Long Biên, Hà Nội",48.0,,,,,4.0,4.0,3.0,Have certificate,,5.8,Hà Nội
